"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Score","Time","Summary","Text","sentiment"
328751,"B000HQRE56","A2WWX1MQ48LPF","MB",0,1,2,1311206400,"meh","Very weak for a whole bean coffee.<br />Tastes good but you need to use more than you should for reasonable strength.","Negative"
108972,"B005VOOGC8","A1156K4U6JJAID","lisa",0,0,1,1344470400,"Sorry, this coffee rates a zeroTerrible.. Not a one star as shown  & tastes like burnt rubber  Dissapointed!","Will never order from this company again. The egg nog flavor..?  Nothing but horrid smell & taste that can neither be masked nor gotten out of ones mouth for  hours!  I am appalled & can't get refund & would never give it to friends..  It might be ok if i could correspond with the Company... perhaps i received an odd one? disappointed that company would even sell it, or not want to hear their customers feedback.  Sorry to have to leave a truthful, but negative review..  Had great expectations for a new"" favorite ""flavored coffee company.  Love quality and backing deserving companies..Lisa","Negative"
66184,"B0007A0AQW","A29OX3XJ0QDI02","Mocha272",4,6,1,1316044800,"Doesn't like","My dog refuses to eat it and it smells pretty bad. I can't recommend it as treat when my dog refuses to touch it.","Negative"
376138,"B000E1BKNQ","A2WAP3D72BH75C","S. ""strap""",2,13,2,1170115200,"Shake it before you bake it","If you do it in reverse (bake before shaking), you're going to get a mess.  The parmesan just won't stick and it will be extra gritty.<br /><br />If you want good chicken, make sure you follow the prescribed order:<br /><br />1) Shake<br />2) Then bake<br /><br />Then you're going to have some of the finest chicken known to man.<br /><br />Shake 'n Bake Baby!","Negative"
542341,"B000KENKZ8","AM0ZQ870RHH1P","Chas ""Chas""",0,1,1,1350432000,"Taste like eating sand only grittier!","To say this stuff was awful tasting would be kind.  If you are looking for a carb substitute go with TVP instead.<br /><br />Should have a negative star rating.","Negative"
95806,"B001E6KBYE","A3F6GV1KRQ0Y4I","Fuzychiapet",0,0,2,1304467200,"Waxy chocolate","The chocolate tastes waxy, fake, and gross. It's NOT like little Hershey's bars in your cereal. It's not horrible, but I disliked it and greatly prefer Special K Red Berries.","Negative"
307642,"B007OXJJQ2","A14U38P0C8TACI","R. King",6,10,1,1301270400,"This is the worst coffee","I haven't had my Keurig for long and thought this coffee sounded wonderful! It smells fantastic when it's brewing as many have mentioned. This box came the evening before I was to take off on a long car trip. Early in the morning before my departure I brewed a cup of this and took off. A few miles from the house I took my first sip and about threw the mug out the window. The aftertaste is not pleasant, it's syrupy and awful. You need a chaser to drink this coffee. Be prepared or just don't buy it in the first place! There are so many good kinds of coffee for the Keurig don't waste time on this one.","Negative"
488552,"B001NG72HO","A2945LBDHJH16D","Marolyn",0,0,1,1327363200,"I did not like the item and could not return","<a href=""http://www.amazon.com/gp/product/B001NG72HO"">Frontier Soups Homemade In Minutes Oregon Lakes Wild Rice & Mushroom Soup, 4.0-Ounce Bags (Pack of 4)</a>  This soup, unlike all the others we have ordered, was bland and really unattractive to eat.  And I could not return it even if I had not opened the 4 pack. I would never order this item again. Stay away.","Negative"
22645,"B0041CIOL0","A21BPP2B0J8UJ7","VT",0,0,1,1348704000,"Terribly Wrong","I strongly suspect this caviar, which is widely available in US supermarkets is a reason for fear of caviar in 90% of American population. This product only resembles real caviar in shape and color (artificial). It would not qualify for caviar in Europe. It's from the wrong fish, it has totally wrong taste, and it also has whole periodic table on the label. It's like dying chicken breast into red color, marinating it in steak souse, and selling it as New York Strip Steak...<br /><br />Real caviar doesn't come from lumpfish, and real caviar only have two ingredients - caviar and salt. Try Red Pearl Salmon Caviar if you want to try caviar. You can easily find it on Amazon and other places online.","Negative"
259102,"B003ZEAJMW","ABFMLM8RX10NO","S. Johnson",0,0,2,1300752000,"Difficult to chew","I used this to make cornbread.  While the cornbread was tasty, the texture was hard on my teeth.  It was like chewing tiny rocks or glass.  I do understand that it is listed as medium grind, but it's just too rocky for me.","Negative"
246763,"B005V2MBKO","A2DGIZDK1GM5VV","MC",0,0,1,1349913600,"Not post","This is a very deceptive advertisement.  They claim it to be Post raisin bran and even show a picture of a box with a Post label on it.  The truth is that what you get has nothing to do with Post.  It is simply Kirkland raisin bran.  Post is nowhere to be seen on the box.  Just a heads-up, because if you're like me, you bought it thinking it was Post brand.","Negative"
257006,"B003V8SO10","A1ZTLFWYRD7ONF","sawcat ""cat6_11""",7,9,1,1296604800,"Worst of the major brands","Of the major brands that sell 100% juice, the Naked Juice has to be the worst I've tried.  The taste was horrible and the smell was foul- comparable to sour milk. Two separate containers and both had the same taste and smell. I will be avoiding this product, and will sooner drink the plastic tasting Zico.  I would recommend one of the others, 100% juice brands as an alternative.","Negative"
310743,"B0015UJN6Q","A2848VKWJY42ZP","Lynn E. Cowart ""sharpscreek""",0,0,1,1223251200,"disappointing","This product didn't repel the raccoons; it did not repel the squirrels.  It didn't even keep my dogs away!  Disappointed.","Negative"
228972,"B002HN0EYK","A1NHMRBXIUYR3V","Aous",1,2,1,1327881600,"Don't Buy!!!","I received only 1 pack. In other words, I paid $25.97 for 1 pack of Nerds.<br />I contacted Customer Service and they were very helpful. However, I am still angry because of this mistake.","Negative"
194539,"B003ZT61E2","A1R1BFJCMWX0Y3","KO",0,0,2,1320105600,"It's all peppermint","I usually purchase the Vanilla and love it, I did not care for this at all. I put in the normal amount, sipped and found that I inhaled peppermint with barely any taste of chocolate or coffee, I put in 2 more spoonfuls and tried it again..... it tastes a little like chocolate, but it definitely can't replace a trip to your local coffee store. I did like that they have repackaged this and replaced the old tin canisters that it's been in forever.<br /><br />This flavor needs to be worked on","Negative"
448930,"B003GYZ8IG","A7ZT61T3FFKIW","emschwar",1,1,2,1304899200,"overpriced","Love these little packs of raisinets (hooray for portion control!) and when I saw them on amazon, I thought it was a great deal.  6 boxes of 6 packs of raisins!  I pay around $3 for a 6 pack at the grocery store, so this seemed like a really good bargain.  Boy, was I wrong.  I didn't get 6 boxes of the 6-packs, I got ONE six pack.  Which, according to amazon, has a retail price of 20 bucks!  That's insane.<br /><br />Fortunately, a quick chat with customer service refunded my purchase, but I was still disappointed to find it was ONE pack and not 6.","Negative"
227118,"B0001H223K","A1HG2EP1UN3BI7","Molly Levine",1,1,1,1240963200,"No flavor at all","Look carefully at the picture... ""imitation flavor.""  More like no flavor.  I used the whole bottle (1 Tbls.) in a rather small batch of cookies.  It was as if I put nothing in them. Don't bother!","Negative"
389281,"B004T3QE4U","A6SPPHGNHIFGH","A. G. Black ""queenlex""",0,0,2,1325894400,"4 Teaspoons my foot!","I'm giving this product 2 stars because the label says that 4 teaspoons of the stuff is enough to enjoy the taste. However, all 4 teaspoons did was produce brown potty water. I had to dump nearly half of the container into my cup just to get any flavor at all and I only had a small coffee cup full of water it's not like I expected 4 teaspoons to flavor a giant mug. Don't waste your money, buy a better brand.","Negative"
397911,"B004XRJ8R2","A24U75ASYIK2M1","KS-M",0,1,2,1332720000,"Warning - Nut Contamination","For anyone with a nut allergy, I called Superior Nuts (the maker of this product) to find out if there was any possibility of cross contamination as there is nothing listed in the ingredients label.  The customer service department informed me that this product is made in a facility that processes peanuts and tree nuts.  This is not stated either here or on the Superior Nuts website ([...]).  If you have a nut allergy, I would stay away from this product.","Negative"
324031,"B001BLX7DE","A2G2JBJAXSQMY3","Elizabeth ""working mum, loud laugher""",0,0,1,1349136000,"Not what you pay for.","Website states item is 6x5x4; item is actually 4x1, and only slightly larger than a tube of lipstick.<br /><br />Item is also supposed to be .23c per oz, but is actually $10.94 per ounce.","Negative"
189143,"B000FBLG6G","A235A9YWMZHS24","Alohaviv",2,7,1,1297209600,"something tastes funny","I really enjoy the Hi-chews except in Mango.  I was happy to see this offered in grape so imagine my disappointment when I tasted a very, very strong chemical taste in these.  I would compare it to nail polish remover.  I contacted the seller with my concern but was ignored.  Don't buy the GRAPE!!<br /><br />I had to rate this with 1 star otherwise my review wouldn't go through, but I take it back.","Negative"
441585,"B000F3Q6W8","A24L57M0W64RWR","cmtidwell45",0,0,1,1331078400,"Money Savings Advise!!!","Just save your money and time, and just don't buy. The pictured jar of filled to the rim gumballs was not what arrived in the mail. The jar I received was filled just above the Dubble Bubble Gumball sticker. This distortion of the truth has led me to doubt my beliefs, that a picture is worth a thousands words. Don't get me wrong, it was a 53oz jar, but half full is half full. I plan to take the advise of other viewers and take my business to Wal-mart. I would advise others to do the same, especially when reputable companies use misleading photos to swindle us out of our hard earned money. And for the record, if there was a way to rate this less than one star, I would rate it a negative ten.","Negative"
49234,"B0015UX574","A2S7PB65VFJWR9","Betty Ford ""Betty Ford &#34;candy lover&#34;""",1,8,2,1272844800,"Gustaf's Wine Gums","I usually get Maynard Wine Gummies but they had a special deal on Gustaf's so I gave them a try. Although they are okay they are not as good as Maynards, I still have plenty left and usually my Maynard Gummies are all gone by now. I won't make this mistake in the future!","Negative"
102485,"B001IHWDX6","A32RIFMLT9GI33","M. Bode",6,9,2,1241136000,"Less Than the Sum of its Parts","I LOVE bacon. And I LOVE salt.<br /><br />I expected my head to explode when I tried this, but was disappointed with how artificial and un-bacon-y it tasted. I didn't like the taste to much on it's own so it hasn't replaced my regular brand of plain old sea salt.","Negative"
99735,"B000HJRGQU","A1NDS0MCY1P2GJ","judith",15,35,2,1176595200,"Puffed rice prices!","I recieved these as a gift from a friend who knows I love rice and grains. I've been cooking grains 'forever'. I buy 20 lb. bags of Carolina or Riceland rice for less than $00.60 lb. They are better tasting than these 'select rices' and I fill them into my own canisters.At about $4.50 per 2 lb. jar -how good do you expect this to be?  Yes,the jars are cute, but I recycle similar jars from other foods that might otherwise be tossed in the garbage! Save your money, it's not worth it.","Negative"
344873,"B00507RX9O","A304R6DYMS2JQ","L. Ellin ""lisamommy""",0,0,1,1330732800,"Big price for one package (small) of seaweed.","My fault for not reading carefully. This is one small pack of seaweed. I had also ordered another brand at about the same price that came with 3 packs of same. I was really shocked when I opened the package and saw what I had ordered. It's my bad for not paying attention but even so the price is 3 times what I've paid for another brand.","Negative"
287333,"B000SAPVAQ","A3I4PCBRENJNG2","L. Cain",1,3,1,1210291200,"Davidson's Tea Spiced Pear, 100-Count Tea Bags","ok, but not what I expected.<br />Lots of loose tea from bags in the box, would NOT have made a good gift!<br /><br />Will probably mix it with other tea for iced tea this summer.<br />No, I would not buy again.","Negative"
22846,"B001EO61AO","A2FJ1URUVKZ6B4","Lynn M. Everroad ""Kindle Reader""",2,4,1,1315440000,"STAY AWAY FROM THIS ONE","When I received this product, some of the duck fat had seeped through its packaging. It smelled a bit ""off"" and the taste was rancid.  Unfortunately it cannot be returned, so my only recourse is to warn potential buyers.","Negative"
104737,"B006N3I69A","AOMPDI4QNQTWC","MK in PA",0,0,1,1303603200,"Bitter Aftertaste!!!!","I expected a lot more and was completely disappointed.  I thought that there was a bitter aftertaste.  I tried several cups and continued to feel the same way.  My wife provided similar, unsolicited feedback.  I will not be ordering again.","Negative"
100049,"B000LQORDE","AN2PMO3PPG1O","Nguyen Tuan Minh",0,5,1,1349395200,"Your taste are too bad,sorry","I am from Vietnam and I have eaten nearly 40 noodle brands and hundreds type of Pho in Vietnam and this noodle is nothing extraordinary.If you think this thing tastes like heaven then go to Vietnam and taste our ""Pho"", then you will laugh of how silly you were when regard this thing as tasty,","Negative"
136642,"B000YVBQYO","A3IIVX0OM1OTPL","J. F. Peterson",2,2,1,1299628800,"Chinese pine nuts","""Pignolia"" generally refers to pine nuts from the Stone Pine.  The nuts from this tree are superior in their taste and health benefits to other pine nuts.  The packaging here seems intended to make the buyer think they're getting Italian Stone Pine nuts, but they're not; they're Chinese pine nuts, which tend to be blander in taste and to have fewer health benefits.","Negative"
306256,"B001PCYJ4A","A3L5O0Q1QSG86J","rcgatgens",0,7,1,1331251200,"Killed all my plants and flowers!!!","Do not buy, this is probably just water mixed with a little food color.  I had to throw away about 150 dollars of flower arrangements and plants because I decided to feed them the Schultz all purpose plant food.","Negative"
160817,"B0000VMAS4","A3SJ6OST09HD86","gezy",2,3,1,1309737600,"I've never tasted bug spray suspect this is just as nasty.","I wanted to make a black and white cake so I got this at a store near me. As soon as I got home I sprayed a tiny bit on my hand and licked it. It smelled and tasted horrible. I threw it out within minutes of coming home from the store. I own quite a few Wilton products but would advise against getting the black spray.","Negative"
28204,"B008L9O0W6","A1S0OE3U5R7TFX","Baruse",2,5,1,1292112000,"Strange coconut aroma","I recently tried the five pack Wabash ""Real theater popcorn.""  When cooking, there is a very off smelling aroma emanating from my popper.<br />So?  I tried Paragon popcorn oil in place of the Wabash product and had no more ""smelly"" issues.  Neither product offers much in the way of actual product content.  Hydrogenated or non-hydrogenated coco oil?  The latter better than the former....both not so good, anyway.<br />If you pop corn once in a while with Paragon + flavacol, you will not go wrong.  I wouldn't consume this combo very often, like maybe once or twice a month?.......by the same token, just like eating fat laden prime rib, potato chips, hotdogs, all the good stuff, is bad for your cholesterol lol.<br />Sadly all the snacks and fast foods we enjoy.....sucks.<br />C'est la vie.","Negative"
311962,"B000G6BXCC","A24S2O0HPA416H","Ocean11",2,3,1,1296432000,"Hard rocks of pork","This wasn't crackli'n it was more like Rockli'n. Every bag was full of rocks of pork rinds. I literally chipped a tooth eating this. Avoid it....it's not worth $0.50 out of a vending machine. Low quality.","Negative"
32487,"B000LKYY6A","A1QBWKAL3OI8CF","Ryan Laber ""IT guy""",1,2,2,1300924800,"The reivew I wished I had read.","Bought these for car sickness.  I read the reviews and people said they have worked.<br />They do nothing for me I still get car sick.  I should have bought a smaller pack of them to try out.<br /><br />I don't like the flavor that much either.  It is not bad but i will never find myself wanting to have a gin-gin.<br /><br />Maybe they changed how they make these i noticed all the other reviews to be older.<br /><br />So in the end they don't fix motion sickness and they don't taste good.<br />My wife doesn't like how they taste much either FYI, neither do some kids that tried a few.","Negative"
172101,"B004WJAULO","A2QA5W84LGMG8L","Dee",0,0,1,1342310400,"It's HORRID","This tastes so bad, I'm considering throwing it away.  But I'll probably punish myself for buying 3 boxes of 18 pods by watering down by mixing each with one medium roast Senseo pod for my second cup of coffee each day until they're gone. Don't punish yourself. Just don't buy it.","Negative"
50364,"B000HQRKJG","A34XJB7VAQD2R1","David",0,0,1,1316131200,"Defective product received","The product was exposed to heat and as a result is unusable.  I previously sent a request to the vendor, asking for a replacement.  There has been no response.","Negative"
109004,"B000FI61OQ","A2PLGVVW5NLR8N","GatorFan",1,1,2,1221868800,"Disappointed with this kit.","This is the first Aerogarden kit that I have not been pleased with. My two Cilantro pods did not sprout at all. I contacted Aerogarden and they said there is a known issue with the Cilantro and they are investigating ways to fix it. I would not recommend purchasing this kit until they work out the problem.<br /><br />The other herbs are growing just fine. The Epazote is growing like crazy- although I'm not sure what to cook with it.","Negative"
53825,"B001NDHL8C","ABRLI5JVBJYP6","Mandy",2,2,1,1315353600,"Falsely advertise as net 4oz","The product is good, a little watery but to get greenbeans to a puree you need a lot of water. The packaging clearly states on the conatiner net 4oz but when I weighed the product WITH the packaging it was only around 3.1-3.5. Net means what is inside the package (the actual food) so I believe they are falsely advertising. I contacted the company and I got an ""I'm sorry you feel this way"" response. I ordered 2 different kinds thinking maybe it was just that one box. . . nope the other box was exactly the same. I would go with Jack's Havest brand. They truely are 1oz or 3oz cubes of food, less watery and do not waste plastic containers. They also throw in a free bag of foos sometimes. I will not be ordering from this company again:(","Negative"
55918,"B003EX2ECM","A2B31FIZTUKQCV","Donna Robinson ""The Traveling Nanny""",6,45,1,1316649600,"Dangerous..read more!","Before you even consider this, please read [...] or the video from Australia, [...]<br /><br />I am horrified Amazon is selling this stuff!!! Amazon wouldn't let me rate it 0 stars!  If amazon cuts out the www and video sites again, just google Meat Glue and look for the Green Prophet report and Meat Glue video to see the Australian report...It's banned in Europe--why is it being let in the USA?","Negative"
215928,"B004IJT8VG","A8SPSFUMSS0EE","claudiav",0,1,1,1324339200,"Worst tea ever","I wish I can give this a 0 star. I'm a tea lover who drinks tea everyday and this tea is by far the worst tea I have ever had. I thought I would give it a try to something new. Bummer! I brewed one and the smell reminded me of nasty cold syrup medicine. I could not stand the weird smell at all. Now I'm left with 19 teabags. It will probably just be stuck in my cabinet or I will throw it away.","Negative"
23260,"B003SBPZB2","A1BKYCNRXPGGP9","Christopher Alan Fields",0,3,1,1344384000,"Disgusting","If you Like Cough Syrup you will Like this Garbage, it Tastes just like Cough Syrup and Not at all like Root Beer.","Negative"
222370,"B004E4CCSQ","AFFVUZEGP1FDQ","Morrigan Alexandros ""The Opinionated Me""",1,2,2,1328140800,"Peach Flavor? Nah, It's Sugar Plastic Flavor!","Well, if I wanted to know what artificial peaches tasted like, now I know. MiO Liquid is a ""water enhancer"". I.e. it adds flavor to water. The idea is a good one. Making water more flavorful without adding any calories. I love regular, good old, peach tea; so, I thought I would give this a try. It is not that good. It is not good at all. I can barely taste the peaches. Instead, all I can taste is sugar and artificial flavors. Tastes like plastic. My mouth feels very dry and I am thirsty after drinking this. This tastes better if you add just a few drops.<br /><br />As I mentioned, this has no calories, fat or anything else. The ingredients list is way too long for what it is. how about just taking the essence of good old pea tea.<br /><br />Although it is convenient and easy to carry, I would not buy it.","Negative"
198602,"B002AQL00G","AU6F9YSXYTFQV","meloduch",3,8,1,1298851200,"Celiac..not gluten free","These cookies are not gluten free. I made them hoping that I would be able to enjoy some cookies,but I ended up in severe pain, having to go to bed early that night! Some people with just a slight gluten intollerance may be able to handle but if you are a true Celiac watch out.","Negative"
446241,"B0000DG8AR","A35EGT4X3X7UGR","P. A. Lewis",5,5,2,1185753600,"Disappointed","I was very disappointed with the Azalea Bonsai Tree.  First of all the picture that was represented on this site was not what I actually received.  For the money spent, I was truly disappointed with the size and everything else.  I would not order this item again.","Negative"
48015,"B004SRH2B6","A1RYLIR0OD5JBV","redtulip ""from California""",0,0,1,1318896000,"awful after taste","I have eight of these bottles sitting in my cupbard and unfortunately I cannot get myself to drink them. Awful after taste in the plastic bottle. Will not buy this product again. The boxed version tastes much better.","Negative"
280209,"B00346J8BO","A18SZZR81PNXZS","Loves2fish754",0,0,1,1321747200,"Horrible","I wish that I could rate this 0 stars. It's like they took cheddar cheese, heated it up so that the oils would separate, and put the oil onto the popcorn. This stuff is AWFUL. Go eat just about anything besides this.","Negative"
497737,"B001E52WME","A23FQHBCZPTEHY","T. Barnett",9,10,1,1250035200,"""New and improved"" - NOT!","This product used to be a five-star for me. I was thrilled to find that I could order it through Amazon in quantity, at a great price. This most recent shipment was my third - and I noticed that the can was different. But nothing on the can indicated that the product had changed, so I thought it was only a cosmetic makeover. WRONG.<br /><br />Many people have noted in their reviews that they like this product because it is not as sweet as the other flavored coffees; well, now it is, AND there's less coffee flavor.<br /><br />I looked up the company's website and e-mailed customer support. They confirmed that they have ""reformulated"" Cafe Francais, and said would take my comments into consideration. I urge everyone who is unhappy with the ""reformulation"" to go to [...] and ask General Foods to PUT IT BACK THE WAY IT WAS. If enough people complain, they WILL listen!<br /><br />Meanwhile, I'm scouring all my local grocery stores for the ""old"" cans of coffee...","Negative"
252589,"B001EQ5ERI","A1C3ST9U81K2OP","E. Young",1,11,1,1265760000,"Very disappointing","I consider myself a coffee conoisseur but not a coffee snob.  While I like freshly roasted, whole beans, I welcomed the chance to buy pre-ground espresso from Italy...in cans.  I had high hopes based upon reviews here and looked forward to receiving my first shipment.<br /><br />Kudos to Amazon for a great price and quick shipping.  However!  That does not make up for the very poor quality coffee inside!<br /><br />What a major disappointment.  The coffee is pale brown, not a deep rich color.  It is a little coarsely ground for an espresso machine.  The back of the can states this is espresso coffee, but yet describes itself as a ""medium roast"" with ""medium body.""  Where is the strong, dark, flavorful, aromatic, rich blend needed for a true espresso?<br /><br />I think I'll pass this right on over to my husband for use in his drip coffee maker.","Negative"
302176,"B000MURJQG","A1R496UJZ6GGG9","gjill",4,5,1,1313020800,"Poor packaging","The product is normally great, but the way it was packaged was a poor display and made the product melt and unetable.  Very disapointed and will not purchase from this company again.<br /><br />Was told it was coming UPS but instead it was put in the UPS bag then boxed and sent in the normal post office mail.","Negative"
12227,"B00141UC9I","A10HYGDU2NITYQ","GregoryEEEE",5,6,1,1324339200,"Chicken From China . . . No Thanks!","I wish I had come to the Amazon site before purchasing this product at my local Wegman's. The 'Product Of China' was printed so small it was easy to overlook. I am a little shocked that Wegman's (a local chain store known for quality) was selling these 'treats' in a big display. The half open package is going in the trash and unopened bag is going back to Wegman's for a refund and a piece of my mind.","Negative"
324659,"B0015AWU7U","A152FFZY9UD8EQ","unmap",0,4,1,1282003200,"Wish you could rate a zero!","Product was melted and extremely disfigured. No longer looked like a sucker, in many different forms. Entire box was ruined. Caramel was no longer on the sucker and coming out of the plastic. Beware of buying these! Extremely unhappy client! These were to be party favors, now they are useless and were a waste of money!","Negative"
418944,"B0002DH5MG","A19286KHIDZGSJ","P. Manton",4,4,1,1218585600,"Pee Post - not a hit","I ordered the Pee Post with limited expectations, and was still disappointed.  My dog has not even sniffed the post, much less peed on it even with great encouragement. My comment is that since the area around the Pee Post is now green since he won't pee in the area of the post, maybe the product could be used for the opposite as advertised?","Negative"
114555,"B0029JZ2JY","A2XL4TONN2F1CW","skinny2b2",0,0,1,1348876800,"Hopelessly dissapointing","What a  huge disapointment.  The taste as vile, The packaging is hopeless and the product smelt before even opening. The taste is bitter and nowhere near a dill pickle flavour.<a href=""http://www.amazon.com/gp/product/B0029JZ2JY"">Mrs. Wages Kosher Dill, 6.50-Ounce Packets(Pack of 6)</a>","Negative"
84916,"B001J3ZUQ6","A2KP7HN6AHDUQE","LW1964",3,4,2,1296259200,"Kernals Pop too small","Popcorn tastes OK -- but the kernal pop way too small.  It's like a whole bowl of the bottom of the tub of popcorn crumbs.  Regular Orville Redenbacher popcorn is much better","Negative"
477298,"B008008IZQ","A1JP3PAHOXZ5SO","ShadowO",1,2,2,1345161600,"Disappointing","I purchased this coffee when my normal source for Jamaica Blue Mountain beans (Balducci's) ran out for a few weeks.  The Marley's Coffee was not great quality and did not smell like any of the Jamaica Blue Mountain beans I have purchased from other sources.  It smelled musky and damp, not delicious.  The taste was also very disappointing.  In sum, I wil not purchase this again and do not recommend it!","Negative"
461901,"B004ZIJ6HQ","A3DZ8A3NLG15UE","K8",0,1,1,1333238400,"Looks like saw dust","Horrible! The bag is tiny and there are no seeds in it! It looks like I was sent saw dust","Negative"
512004,"B00540B17C","A8IMFJHQBG53V","Cheryl",0,0,2,1342051200,"Would not recommend it","Unfortunately, I had a reaction to the bread and could not eat it. So the second package will go unopened. I am not sure what I reacted to because the Enjoy Life sorghum cookies have been great for me. It was relatively easy to prepare but again just did not work for me. The flavor was great when it was hot but after the fresh bread phase wore off it was not as savory.","Negative"
382522,"B003GADBDO","A24PGDMY8R6MTF","Seabiscuit",0,4,2,1308441600,"You may as well drink sugar water....","NOT SO HONEST!!  This drink tasted great until I read the ingredients.  I purchased this in a local restaurant and realized after how terrible it is.  The ingredients are water, then sugar cane, and then GRAPE and LEMON juice.  This is not at all what is on the label.  I was very dissatisfied with my purchase once I realized it's not really juice, let alone the type of juice it says on the label.  It tastes ok and it's great that it's organic and low calories, but mix your own sugar water, it's way cheaper.  And what is ""organic orange flavor""?  Why not use orange juice?  Ew, just ew.","Negative"
36553,"B004CLCEDE","A1HPWXDWC9Z42N","Benisons",3,5,1,1314835200,"Rather starve than have to eat this!","Seriously, although I could barely drag this very heavy box to the curb, the thought of having to eat them spurred me on--hideous odor and the consistency of<br />something rotting.  Repulsive is about the only word I can come up with---save your money!","Negative"
67293,"B004JRXZKM","A2GBBW14EVQXTX","SHELLEY",6,8,1,1304380800,"Not even close to what I hoped for","I can eat just about anything, but these went down the garbage disposal.  I followed instructions and used pasta sauce on them, couldn't eat them......added freshly grated cheese...still couldnt eat them.  The texture is just awful, sort of like chewing on cartilage.  I don't know what I am going to do with the extra bags.","Negative"
248989,"B001CZ6CFY","A30PJ756Q59S14","LiveMusicFan",0,3,2,1293321600,"Tooth Loosening Tough","They are tooth loosening tough. Label doesn't say if they are raw or roasted. Costco had no answer.<br /><br />A couple days after eating a cupfull of these I developed a toothache which puzzeled me until I remembered the brutal ordeal of chewing these.<br />I made almond butter from the rest. Like the old saying when you get lemons, make lemonade.","Negative"
82133,"B001G0N5RS","AQ27I0W54EXYY","Paolo",0,1,1,1338163200,"The worst Sushi Ginger I have ever tasted","I have been eating Sushi and Ginger for over 25 years and this is the worst Sushi Ginger I have ever tasted. Unfortunately, my entire family feels the same way and we're stuck with 8 jars of this stuff...","Negative"
418937,"B0002DH5MG","A2319XNKG11VB3","J. Paccione ""slider""",12,12,1,1240272000,"save your money","My two dogs showed absolutely no interest in the pee post. I think I would have gotten better results if I left a ten dollar bill out there for them to pee on!","Negative"
136337,"B006Q820X0","#oc-R39HI2LQ9LHV32","stephanie",1,2,1,1339632000,"Kcups leaking and coffee tasted old","The kcups looked okay, but many of them sprayed coffee on the counter, had coffee grounds coming out. I won't buy this again.","Negative"
221043,"B000ER6ZRG","A1FXZ8HT2YVS5C","Neato",0,0,1,1283990400,"Choking hazard","I tried this for the first time today with my 8.5 month old grandson and within one minute a piece about the size of a half dollar broke off in his mouth and became lodged in his throat.  He started turning off color and couldn't breath.  I lifted him out of his high chair hoping that might dislodge the piece but it did not.  I then tried the modified heimlich for babies twice and it didn't work.  Finally, I put my finger in his mouth and had to go all the way to his throat to reach and grab the piece he was choking on.  Thankfully that worked, but I still am freaked out - more than 8 hours later.  My grandson means the world to me and I can't imagine anything bad happening to him.  Don't buy these biscuits, don't use these biscuits.","Negative"
309138,"B0014K91GY","A2M78EOXPAF1D0","John L. Grosbeck ""scoobydoozie""",5,6,1,1223510400,"Extemely week-anorexic for hot chocolate","Don't waste your money on this. It's awful.  Stick with making a cup of hot water from the Keurig and adding a good quality package of hot chocolate.","Negative"
273287,"B0050PKKDW","A39K18JH5196FM","K. Ostrander",0,2,2,1339545600,"Should be called cinnamon twists","I bought this thinking that it might be alright, but they taste exactly like the cinnamon twists I used to get from Taco Bell. The cereal alone might be ok, but with milk, it is terrible. I bought these from the grocery store, not online, either way I would not recommend.","Negative"
245746,"B004OAZ36I","A2WR3OAS64XZXF","knj",1,2,1,1324080000,"Not great","Six of the 24 K-cups were one flavor - Wild Mountain Blueberry.  Ugh.  I wouldn't mind one or two weird flavors, but six?","Negative"
478717,"B004D4WMKU","A1XVVZB4YZP6G7","pksweets",0,0,1,1324857600,"I must have ordered from "" Morton salt"" by accident...","inedible, so salty no matter how paper thin it was, 40 guests could not eat it. What a terrible experience.","Negative"
271590,"B0025UC1IW","A3TFBHVF12XYFL","Savvy ""Smart Consumer""",1,1,2,1271635200,"Off Tasting","This product was okay but not really good.  I ate it because I like fruit but the taste is not very good.  The pineapples and peaches are good.  The mixed fruit I would not purchase again.","Negative"
489247,"B001BDD278","A32CEB9O57UB0P","Peter714 ""Music - the Universal Reality""",1,1,1,1323043200,"Sent me the Smartblend I was trying to avoid!","I went out of my way to order this thinking I would get the old formula, the package that you see in the picture.  Nope, sent the ""Smartblend"" I was trying to avoid and there are no returns accepted on this item.  Not happy about this bait and switch....beware on this one.<br /><br />My first real issue with Amazon after many purchases.....","Negative"
451546,"B005Y10X9S","AL0U1BFS0PKNW","yumenut",0,0,1,1331251200,"Not even close to good.","I used to LOVE these bars years ago and they seemed to help with my weight (along with the South Beach lunches) but WOW did they change this product for the worse! I have a feeling that the old bar wasn't as healthy as advertised and they probably got busted for it. It just tasted too good to be that healthy.<br /><br />Instead of changing the nutritional values, they changed the product? Makes no sense to me. As another reviewer said, it tastes like cardboard. That's the EXACT thought I had when I bit into one. I bought 3 boxes and ate just two bars from the first box and threw the other boxes away.<br /><br />Taste varies by person but if you're looking for the original great bars, these are NOT them.","Negative"
